trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthday
4866,2013-06-27 22:17,2013-06-27 22:42,220,1512,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
4867,2013-06-27 22:17,2013-06-27 22:36,157,1125,61,Wood St & Milwaukee Ave,17,Wood St & Division St,Customer,,
4869,2013-06-27 22:20,2013-06-27 22:36,239,964,61,Wood St & Milwaukee Ave,17,Wood St & Division St,Customer,,
4874,2013-06-27 22:23,2013-06-27 22:39,334,972,61,Wood St & Milwaukee Ave,16,Wood St & North Ave,Customer,,
4875,2013-06-27 22:23,2013-06-27 22:39,362,977,61,Wood St & Milwaukee Ave,16,Wood St & North Ave,Customer,,
4883,2013-06-27 22:26,2013-06-27 23:04,221,2272,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
4896,2013-06-27 22:33,2013-06-27 23:05,409,1911,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
4897,2013-06-27 22:35,2013-06-27 23:04,222,1758,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
4902,2013-06-27 22:41,2013-06-27 22:53,257,730,17,Wood St & Division St,61,Wood St & Milwaukee Ave,Customer,,
4943,2013-06-27 23:05,2013-06-27 23:37,325,1866,67,Sheffield Ave & Fullerton Ave,348,California Ave & 21st St,Customer,,
4946,2013-06-27 23:06,2013-06-27 23:37,530,1856,67,Sheffield Ave & Fullerton Ave,34,Cannon Dr & Fullerton Ave,Customer,,
4954,2013-06-27 23:07,2013-06-27 23:26,164,1117,61,Wood St & Milwaukee Ave,30,Ashland Ave & Augusta Blvd,Customer,,
4955,2013-06-27 23:09,2013-06-27 23:26,229,980,61,Wood St & Milwaukee Ave,30,Ashland Ave & Augusta Blvd,Customer,,
4972,2013-06-27 23:24,2013-06-27 23:51,176,1642,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
4986,2013-06-27 23:36,2013-06-28 00:34,221,3513,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
4989,2013-06-27 23:43,2013-06-28 00:21,159,2285,34,Cannon Dr & Fullerton Ave,34,Cannon Dr & Fullerton Ave,Customer,,
4991,2013-06-27 23:44,2013-06-27 23:51,306,423,32,Racine Ave & Congress Pkwy,15,Racine Ave & 18th St,Customer,,
5032,2013-06-28 00:04,2013-06-28 00:37,228,1995,73,Jefferson St & Monroe St,73,Jefferson St & Monroe St,Customer,,
5033,2013-06-28 00:04,2013-06-28 00:37,251,1977,73,Jefferson St & Monroe St,73,Jefferson St & Monroe St,Customer,,
5035,2013-06-28 00:08,2013-06-28 00:24,141,944,90,Millennium Park,90,Millennium Park,Customer,,
5036,2013-06-28 00:10,2013-06-28 00:38,632,1656,29,Noble St & Milwaukee Ave,29,Noble St & Milwaukee Ave,Customer,,
5070,2013-06-28 00:23,2013-06-28 00:36,531,736,311,Lincoln Ave & Eastwood Ave,67,Sheffield Ave & Fullerton Ave,Customer,,
5100,2013-06-28 00:46,2013-06-28 00:49,411,223,60,Dayton St & North Ave,20,Sheffield Ave & Kingsbury St,Customer,,
5125,2013-06-28 01:24,2013-06-28 01:44,460,1196,69,Damen Ave & Pierce Ave,44,State St & Randolph St,Customer,,
5127,2013-06-28 02:08,2013-06-28 02:24,592,915,37,Dearborn St & Adams St,37,Dearborn St & Adams St,Customer,,
5128,2013-06-28 02:29,2013-06-28 18:03,150,56023,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,,
5130,2013-06-28 03:26,2013-06-28 04:11,525,2681,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,,
5131,2013-06-28 03:30,2013-06-28 04:11,242,2433,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,,
5132,2013-06-28 05:11,2013-06-28 05:26,233,951,72,State St & 16th St,179,Martin Luther King Dr & Oakwood Blvd,Customer,,
5133,2013-06-28 05:48,2013-06-28 06:02,592,857,37,Dearborn St & Adams St,90,Millennium Park,Customer,,
5136,2013-06-28 05:55,2013-06-28 06:23,418,1645,76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,,
5137,2013-06-28 06:01,2013-06-28 06:22,269,1285,61,Wood St & Milwaukee Ave,24,Fairbanks Ct & Grand Ave,Customer,,
5140,2013-06-28 06:28,2013-06-28 06:35,848,406,42,Wabash Ave & Cermak Rd,59,Wabash Ave & Roosevelt Rd,Customer,,
5173,2013-06-28 07:13,2013-06-28 07:35,173,1336,26,McClurg Ct & Illinois St,36,Franklin St & Jackson Blvd,Customer,,
5199,2013-06-28 07:37,2013-06-28 07:48,401,668,91,Clinton St & Washington Blvd,52,Michigan Ave & Lake St,Customer,,
5248,2013-06-28 08:17,2013-06-28 09:04,343,2789,85,Michigan Ave & Oak St,76,Lake Shore Dr & Monroe St,Customer,,
5250,2013-06-28 08:18,2013-06-28 09:21,225,3760,26,McClurg Ct & Illinois St,45,Michigan Ave & Congress Pkwy,Customer,,
5251,2013-06-28 08:19,2013-06-28 08:45,212,1593,30,Ashland Ave & Augusta Blvd,51,Clark St & Randolph St,Customer,,
5252,2013-06-28 08:21,2013-06-28 08:33,236,746,91,Clinton St & Washington Blvd,74,Kingsbury St & Erie St,Customer,,
5255,2013-06-28 08:23,2013-06-28 08:46,401,1368,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,,
5256,2013-06-28 08:25,2013-06-28 08:42,314,1057,29,Noble St & Milwaukee Ave,77,Clinton St & Madison St,Customer,,
5260,2013-06-28 08:28,2013-06-28 11:38,242,11437,52,Michigan Ave & Lake St,350,Ashland Ave & Chicago Ave,Customer,,
5262,2013-06-28 08:30,2013-06-28 11:38,322,11321,52,Michigan Ave & Lake St,26,McClurg Ct & Illinois St,Customer,,
5284,2013-06-28 08:42,2013-06-28 10:12,172,5377,26,McClurg Ct & Illinois St,62,McCormick Place,Customer,,
5293,2013-06-28 08:49,2013-06-28 09:20,708,1895,31,Franklin St & Chicago Ave,44,State St & Randolph St,Customer,,
5294,2013-06-28 08:49,2013-06-28 09:07,470,1106,91,Clinton St & Washington Blvd,19,Loomis St & Taylor St,Customer,,
5305,2013-06-28 08:53,2013-06-28 09:09,335,1007,31,Franklin St & Chicago Ave,75,Canal St & Jackson Blvd,Customer,,
5312,2013-06-28 08:54,2013-06-28 09:17,51,1360,75,Canal St & Jackson Blvd,31,Franklin St & Chicago Ave,Customer,,
5313,2013-06-28 08:55,2013-06-28 09:14,168,1196,19,Loomis St & Taylor St,48,Larrabee St & Kingsbury St,Customer,,
5314,2013-06-28 08:55,2013-06-28 09:30,154,2063,45,Michigan Ave & Congress Pkwy,45,Michigan Ave & Congress Pkwy,Customer,,
5319,2013-06-28 08:57,2013-06-28 09:08,236,646,74,Kingsbury St & Erie St,77,Clinton St & Madison St,Customer,,
5327,2013-06-28 09:05,2013-06-28 09:15,524,594,27,Larrabee St & North Ave,54,Ogden Ave & Chicago Ave,Customer,,
5335,2013-06-28 09:14,2013-06-28 09:41,227,1670,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
5346,2013-06-28 09:26,2013-06-28 14:25,118,17898,74,Kingsbury St & Erie St,88,May St & Randolph St,Customer,,
5353,2013-06-28 09:35,2013-06-28 09:50,226,896,24,Fairbanks Ct & Grand Ave,25,Michigan Ave & Pearson St,Customer,,
5354,2013-06-28 09:36,2013-06-28 10:01,308,1498,48,Larrabee St & Kingsbury St,66,Clinton St & Lake St,Customer,,
5355,2013-06-28 09:37,2013-06-28 10:02,772,1465,48,Larrabee St & Kingsbury St,66,Clinton St & Lake St,Customer,,
5357,2013-06-28 09:40,2013-06-28 10:07,286,1637,51,Clark St & Randolph St,69,Damen Ave & Pierce Ave,Customer,,
5363,2013-06-28 09:43,2013-06-28 09:56,466,812,32,Racine Ave & Congress Pkwy,36,Franklin St & Jackson Blvd,Customer,,
5370,2013-06-28 09:47,2013-06-28 10:17,527,1787,88,May St & Randolph St,62,McCormick Place,Customer,,
5372,2013-06-28 09:47,2013-06-28 10:42,221,3270,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
5374,2013-06-28 09:48,2013-06-28 10:15,407,1638,54,Ogden Ave & Chicago Ave,67,Sheffield Ave & Fullerton Ave,Customer,,
5378,2013-06-28 09:49,2013-06-28 10:18,465,1709,341,Adler Planetarium,350,Ashland Ave & Chicago Ave,Customer,,
5380,2013-06-28 09:51,2013-06-28 11:08,229,4588,30,Ashland Ave & Augusta Blvd,76,Lake Shore Dr & Monroe St,Customer,,
5381,2013-06-28 09:56,2013-06-28 11:08,211,4315,30,Ashland Ave & Augusta Blvd,76,Lake Shore Dr & Monroe St,Customer,,
5383,2013-06-28 10:00,2013-06-28 10:24,449,1415,127,Lincoln Ave & Fullerton Ave,127,Lincoln Ave & Fullerton Ave,Customer,,
5384,2013-06-28 10:01,2013-06-28 11:00,654,3514,164,Franklin St & Lake St,90,Millennium Park,Customer,,
5393,2013-06-28 10:04,2013-06-28 11:27,281,4988,279,Halsted St & 35th St,85,Michigan Ave & Oak St,Customer,,
5403,2013-06-28 10:11,2013-06-28 10:33,409,1298,350,Ashland Ave & Chicago Ave,24,Fairbanks Ct & Grand Ave,Customer,,
5406,2013-06-28 10:15,2013-06-28 10:20,526,329,19,Loomis St & Taylor St,22,May St & Taylor St,Customer,,
5408,2013-06-28 10:17,2013-06-28 10:49,222,1912,85,Michigan Ave & Oak St,76,Lake Shore Dr & Monroe St,Customer,,
5409,2013-06-28 10:18,2013-06-28 10:42,57,1409,37,Dearborn St & Adams St,37,Dearborn St & Adams St,Customer,,
5410,2013-06-28 10:19,2013-06-28 10:32,511,780,73,Jefferson St & Monroe St,24,Fairbanks Ct & Grand Ave,Customer,,
5412,2013-06-28 10:21,2013-06-28 10:34,38,747,25,Michigan Ave & Pearson St,52,Michigan Ave & Lake St,Customer,,
5417,2013-06-28 10:25,2013-06-28 11:00,253,2140,72,State St & 16th St,72,State St & 16th St,Customer,,
5419,2013-06-28 10:29,2013-06-28 11:27,909,3472,24,Fairbanks Ct & Grand Ave,24,Fairbanks Ct & Grand Ave,Customer,,
5421,2013-06-28 10:31,2013-06-28 10:56,333,1525,21,Aberdeen St & Jackson Blvd,45,Michigan Ave & Congress Pkwy,Customer,,
5423,2013-06-28 10:34,2013-06-28 11:05,44,1852,25,Michigan Ave & Pearson St,26,McClurg Ct & Illinois St,Customer,,
5433,2013-06-28 10:43,2013-06-28 11:03,218,1214,25,Michigan Ave & Pearson St,44,State St & Randolph St,Customer,,
5443,2013-06-28 10:54,2013-06-28 11:20,98,1573,28,Larrabee St & Menomonee St,85,Michigan Ave & Oak St,Customer,,
5455,2013-06-28 11:02,2013-06-28 15:04,471,14517,55,Halsted St & James M Rochford St,14,Morgan St & 18th St,Customer,,
5462,2013-06-28 11:05,2013-06-28 11:20,312,898,29,Noble St & Milwaukee Ave,31,Franklin St & Chicago Ave,Customer,,
5463,2013-06-28 11:05,2013-06-28 11:41,206,2178,252,Greenwood Ave & 47th St,90,Millennium Park,Customer,,
5466,2013-06-28 11:05,2013-06-28 11:41,160,2130,91,Clinton St & Washington Blvd,90,Millennium Park,Customer,,
5468,2013-06-28 11:07,2013-06-28 11:32,25,1529,34,Cannon Dr & Fullerton Ave,94,Lincoln Ave & Armitage Ave,Customer,,
5470,2013-06-28 11:07,2013-06-28 11:32,272,1502,311,Lincoln Ave & Eastwood Ave,94,Lincoln Ave & Armitage Ave,Customer,,
5471,2013-06-28 11:07,2013-06-28 11:16,407,544,67,Sheffield Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Customer,,
5477,2013-06-28 11:14,2013-06-28 13:54,375,9614,59,Wabash Ave & Roosevelt Rd,249,Montrose Harbor,Customer,,
5486,2013-06-28 11:18,2013-06-28 13:54,403,9396,59,Wabash Ave & Roosevelt Rd,108,Halsted St & Polk St,Customer,,
5499,2013-06-28 11:20,2013-06-28 11:36,282,999,24,Fairbanks Ct & Grand Ave,48,Larrabee St & Kingsbury St,Customer,,
5503,2013-06-28 11:21,2013-06-28 11:36,280,945,232,Pine Grove Ave & Addison St,48,Larrabee St & Kingsbury St,Customer,,
5510,2013-06-28 11:23,2013-06-28 11:46,98,1406,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
5518,2013-06-28 11:25,2013-06-28 11:48,401,1365,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,,
5534,2013-06-28 11:29,2013-06-28 11:46,372,1021,60,Dayton St & North Ave,60,Dayton St & North Ave,Customer,,
5552,2013-06-28 11:35,2013-06-28 11:55,116,1204,74,Kingsbury St & Erie St,51,Clark St & Randolph St,Customer,,
5566,2013-06-28 11:38,2013-06-28 12:03,192,1521,30,Ashland Ave & Augusta Blvd,51,Clark St & Randolph St,Customer,,
5567,2013-06-28 11:39,2013-06-28 12:07,173,1706,36,Franklin St & Jackson Blvd,37,Dearborn St & Adams St,Customer,,
5574,2013-06-28 11:41,2013-06-28 11:53,95,747,66,Clinton St & Lake St,88,May St & Randolph St,Customer,,
5584,2013-06-28 11:46,2013-06-28 12:06,207,1185,22,May St & Taylor St,45,Michigan Ave & Congress Pkwy,Customer,,
5589,2013-06-28 11:48,2013-06-28 12:07,309,1131,36,Franklin St & Jackson Blvd,26,McClurg Ct & Illinois St,Customer,,
5590,2013-06-28 11:49,2013-06-28 12:12,193,1381,30,Ashland Ave & Augusta Blvd,90,Millennium Park,Customer,,
5599,2013-06-28 11:54,2013-06-28 12:00,174,351,66,Clinton St & Lake St,91,Clinton St & Washington Blvd,Customer,,
5612,2013-06-28 11:56,2013-06-28 12:08,102,694,31,Franklin St & Chicago Ave,46,Wells St & Walton St,Customer,,
5614,2013-06-28 11:56,2013-06-28 12:08,656,671,31,Franklin St & Chicago Ave,46,Wells St & Walton St,Customer,,
5624,2013-06-28 11:58,2013-06-28 12:19,239,1304,17,Wood St & Division St,94,Lincoln Ave & Armitage Ave,Customer,,
5625,2013-06-28 11:58,2013-06-28 12:19,175,1296,17,Wood St & Division St,94,Lincoln Ave & Armitage Ave,Customer,,
5652,2013-06-28 12:03,2013-06-28 12:11,898,507,62,McCormick Place,42,Wabash Ave & Cermak Rd,Customer,,
5654,2013-06-28 12:03,2013-06-28 12:12,834,547,62,McCormick Place,42,Wabash Ave & Cermak Rd,Customer,,
5661,2013-06-28 12:04,2013-06-28 14:50,511,10004,26,McClurg Ct & Illinois St,24,Fairbanks Ct & Grand Ave,Customer,,
5664,2013-06-28 12:04,2013-06-28 14:50,337,9966,26,McClurg Ct & Illinois St,24,Fairbanks Ct & Grand Ave,Customer,,
5679,2013-06-28 12:06,2013-06-28 12:32,255,1560,90,Millennium Park,24,Fairbanks Ct & Grand Ave,Customer,,
5682,2013-06-28 12:07,2013-06-28 12:58,418,3031,76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,,
5685,2013-06-28 12:07,2013-06-28 12:57,343,3001,76,Lake Shore Dr & Monroe St,76,Lake Shore Dr & Monroe St,Customer,,
5690,2013-06-28 12:08,2013-06-28 12:24,217,931,44,State St & Randolph St,51,Clark St & Randolph St,Customer,,
5697,2013-06-28 12:11,2013-06-28 12:48,64,2211,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
5699,2013-06-28 12:11,2013-06-28 12:21,159,590,60,Dayton St & North Ave,60,Dayton St & North Ave,Customer,,
5702,2013-06-28 12:13,2013-06-28 14:48,448,9307,76,Lake Shore Dr & Monroe St,67,Sheffield Ave & Fullerton Ave,Customer,,
5703,2013-06-28 12:13,2013-06-28 14:47,503,9250,76,Lake Shore Dr & Monroe St,67,Sheffield Ave & Fullerton Ave,Customer,,
5704,2013-06-28 12:14,2013-06-28 12:48,63,2056,90,Millennium Park,311,Lincoln Ave & Eastwood Ave,Customer,,
5705,2013-06-28 12:14,2013-06-28 12:29,615,920,48,Larrabee St & Kingsbury St,73,Jefferson St & Monroe St,Customer,,
5706,2013-06-28 12:14,2013-06-28 12:48,65,2035,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
5708,2013-06-28 12:16,2013-06-28 13:11,58,3256,90,Millennium Park,90,Millennium Park,Customer,,
5712,2013-06-28 12:17,2013-06-28 13:10,62,3202,90,Millennium Park,90,Millennium Park,Customer,,
5713,2013-06-28 12:18,2013-06-28 12:52,379,2040,52,Michigan Ave & Lake St,76,Lake Shore Dr & Monroe St,Customer,,
5716,2013-06-28 12:18,2013-06-28 12:41,401,1374,52,Michigan Ave & Lake St,127,Lincoln Ave & Fullerton Ave,Customer,,
5746,2013-06-28 12:26,2013-06-28 12:50,437,1440,90,Millennium Park,85,Michigan Ave & Oak St,Customer,,
5782,2013-06-28 12:35,2013-06-28 12:56,307,1309,45,Michigan Ave & Congress Pkwy,21,Aberdeen St & Jackson Blvd,Customer,,
5783,2013-06-28 12:35,2013-06-28 12:46,57,659,37,Dearborn St & Adams St,5,State St & Harrison St,Customer,,
5802,2013-06-28 12:37,2013-06-28 14:29,842,6749,42,Wabash Ave & Cermak Rd,59,Wabash Ave & Roosevelt Rd,Customer,,
5805,2013-06-28 12:37,2013-06-28 12:56,141,1137,90,Millennium Park,48,Larrabee St & Kingsbury St,Customer,,
5806,2013-06-28 12:37,2013-06-28 13:16,599,2349,45,Michigan Ave & Congress Pkwy,59,Wabash Ave & Roosevelt Rd,Customer,,
5807,2013-06-28 12:37,2013-06-28 13:03,139,1557,90,Millennium Park,74,Kingsbury St & Erie St,Customer,,
5808,2013-06-28 12:38,2013-06-28 13:16,154,2334,45,Michigan Ave & Congress Pkwy,59,Wabash Ave & Roosevelt Rd,Customer,,
5810,2013-06-28 12:38,2013-06-28 12:53,116,893,51,Clark St & Randolph St,48,Larrabee St & Kingsbury St,Customer,,
5822,2013-06-28 12:40,2013-06-28 13:28,140,2882,90,Millennium Park,90,Millennium Park,Customer,,
5823,2013-06-28 12:41,2013-06-28 12:58,225,1014,45,Michigan Ave & Congress Pkwy,21,Aberdeen St & Jackson Blvd,Customer,,
5824,2013-06-28 12:41,2013-06-28 13:18,80,2244,90,Millennium Park,30,Ashland Ave & Augusta Blvd,Customer,,
5826,2013-06-28 12:41,2013-06-28 13:18,628,2219,90,Millennium Park,30,Ashland Ave & Augusta Blvd,Customer,,
5840,2013-06-28 12:43,2013-06-28 13:13,98,1761,85,Michigan Ave & Oak St,26,McClurg Ct & Illinois St,Customer,,
5850,2013-06-28 12:47,2013-06-28 12:51,380,196,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,,
5853,2013-06-28 12:48,2013-06-28 15:13,463,8681,90,Millennium Park,279,Halsted St & 35th St,Customer,,
5857,2013-06-28 12:49,2013-06-28 12:56,495,430,77,Clinton St & Madison St,77,Clinton St & Madison St,Customer,,
5858,2013-06-28 12:49,2013-06-28 13:09,386,1196,51,Clark St & Randolph St,24,Fairbanks Ct & Grand Ave,Customer,,
5860,2013-06-28 12:50,2013-06-28 14:29,479,5937,42,Wabash Ave & Cermak Rd,59,Wabash Ave & Roosevelt Rd,Customer,,
5871,2013-06-28 12:52,2013-06-28 12:57,380,325,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,,
5876,2013-06-28 12:52,2013-06-28 13:03,474,622,51,Clark St & Randolph St,74,Kingsbury St & Erie St,Customer,,
5880,2013-06-28 12:54,2013-06-28 13:07,409,770,24,Fairbanks Ct & Grand Ave,25,Michigan Ave & Pearson St,Customer,,
5883,2013-06-28 12:55,2013-06-28 13:18,176,1368,85,Michigan Ave & Oak St,28,Larrabee St & Menomonee St,Customer,,
5897,2013-06-28 12:59,2013-06-28 13:03,316,278,54,Ogden Ave & Chicago Ave,54,Ogden Ave & Chicago Ave,Customer,,
5903,2013-06-28 12:59,2013-06-28 13:23,418,1421,76,Lake Shore Dr & Monroe St,26,McClurg Ct & Illinois St,Customer,,
5906,2013-06-28 13:00,2013-06-28 13:09,372,554,60,Dayton St & North Ave,54,Ogden Ave & Chicago Ave,Customer,,
5910,2013-06-28 13:01,2013-06-28 13:06,286,271,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,,
5911,2013-06-28 13:01,2013-06-28 13:35,193,2028,90,Millennium Park,52,Michigan Ave & Lake St,Customer,,
5912,2013-06-28 13:02,2013-06-28 13:35,592,2008,90,Millennium Park,52,Michigan Ave & Lake St,Customer,,
5914,2013-06-28 13:02,2013-06-28 13:42,817,2388,73,Jefferson St & Monroe St,73,Jefferson St & Monroe St,Customer,,
5917,2013-06-28 13:03,2013-06-28 13:37,557,1989,77,Clinton St & Madison St,62,McCormick Place,Customer,,
5919,2013-06-28 13:05,2013-06-28 13:38,476,1999,341,Adler Planetarium,67,Sheffield Ave & Fullerton Ave,Customer,,
5920,2013-06-28 13:05,2013-06-28 13:11,57,350,5,State St & Harrison St,37,Dearborn St & Adams St,Customer,,
5921,2013-06-28 13:05,2013-06-28 13:34,379,1694,76,Lake Shore Dr & Monroe St,26,McClurg Ct & Illinois St,Customer,,
5922,2013-06-28 13:05,2013-06-28 13:34,401,1709,127,Lincoln Ave & Fullerton Ave,26,McClurg Ct & Illinois St,Customer,,
5923,2013-06-28 13:06,2013-06-28 13:14,258,522,36,Franklin St & Jackson Blvd,91,Clinton St & Washington Blvd,Customer,,
5924,2013-06-28 13:06,2013-06-28 13:17,606,632,51,Clark St & Randolph St,36,Franklin St & Jackson Blvd,Customer,,
5928,2013-06-28 13:07,2013-06-28 13:24,607,1041,69,Damen Ave & Pierce Ave,84,Green St & Milwaukee Ave,Customer,,
5929,2013-06-28 13:07,2013-06-28 13:14,177,436,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
5931,2013-06-28 13:07,2013-06-28 13:45,897,2253,62,McCormick Place,76,Lake Shore Dr & Monroe St,Customer,,
5932,2013-06-28 13:07,2013-06-28 13:44,835,2171,62,McCormick Place,76,Lake Shore Dr & Monroe St,Customer,,
5934,2013-06-28 13:08,2013-06-28 13:26,183,1106,25,Michigan Ave & Pearson St,37,Dearborn St & Adams St,Customer,,
5935,2013-06-28 13:08,2013-06-28 13:36,525,1686,52,Michigan Ave & Lake St,5,State St & Harrison St,Customer,,
5937,2013-06-28 13:09,2013-06-28 13:14,437,259,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
5938,2013-06-28 13:11,2013-06-28 13:31,389,1180,5,State St & Harrison St,44,State St & Randolph St,Customer,,
5942,2013-06-28 13:13,2013-06-28 13:35,855,1316,45,Michigan Ave & Congress Pkwy,51,Clark St & Randolph St,Customer,,
5946,2013-06-28 13:14,2013-06-28 13:37,249,1413,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
5948,2013-06-28 13:14,2013-06-28 13:39,206,1524,90,Millennium Park,30,Ashland Ave & Augusta Blvd,Customer,,
5949,2013-06-28 13:14,2013-06-28 13:37,58,1371,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
5950,2013-06-28 13:14,2013-06-28 13:28,335,843,37,Dearborn St & Adams St,91,Clinton St & Washington Blvd,Customer,,
5958,2013-06-28 13:15,2013-06-28 13:30,441,928,5,State St & Harrison St,44,State St & Randolph St,Customer,,
5959,2013-06-28 13:15,2013-06-28 13:55,369,2399,340,Clark St & Wrightwood Ave,85,Michigan Ave & Oak St,Customer,,
5960,2013-06-28 13:15,2013-06-28 14:27,211,4326,76,Lake Shore Dr & Monroe St,26,McClurg Ct & Illinois St,Customer,,
5961,2013-06-28 13:15,2013-06-28 14:01,229,2727,76,Lake Shore Dr & Monroe St,24,Fairbanks Ct & Grand Ave,Customer,,
5962,2013-06-28 13:16,2013-06-28 13:51,420,2094,54,Ogden Ave & Chicago Ave,26,McClurg Ct & Illinois St,Customer,,
5970,2013-06-28 13:19,2013-06-28 13:30,138,658,5,State St & Harrison St,44,State St & Randolph St,Customer,,
5978,2013-06-28 13:26,2013-06-28 13:56,607,1793,84,Green St & Milwaukee Ave,44,State St & Randolph St,Customer,,
5992,2013-06-28 13:27,2013-06-28 14:03,222,2152,76,Lake Shore Dr & Monroe St,62,McCormick Place,Customer,,
6001,2013-06-28 13:30,2013-06-28 13:56,225,1564,21,Aberdeen St & Jackson Blvd,52,Michigan Ave & Lake St,Customer,,
6003,2013-06-28 13:30,2013-06-28 13:57,416,1580,279,Halsted St & 35th St,37,Dearborn St & Adams St,Customer,,
6010,2013-06-28 13:31,2013-06-28 13:48,43,1008,52,Michigan Ave & Lake St,25,Michigan Ave & Pearson St,Customer,,
6014,2013-06-28 13:32,2013-06-28 14:05,343,1924,26,McClurg Ct & Illinois St,77,Clinton St & Madison St,Customer,,
6021,2013-06-28 13:34,2013-06-28 14:00,648,1547,349,Halsted St & Wrightwood Ave,17,Wood St & Division St,Customer,,
6026,2013-06-28 13:36,2013-06-28 13:55,55,1174,44,State St & Randolph St,22,May St & Taylor St,Customer,,
6028,2013-06-28 13:37,2013-06-28 14:20,326,2579,24,Fairbanks Ct & Grand Ave,31,Franklin St & Chicago Ave,Customer,,
6030,2013-06-28 13:38,2013-06-28 13:50,101,748,31,Franklin St & Chicago Ave,340,Clark St & Wrightwood Ave,Customer,,
6059,2013-06-28 13:42,2013-06-28 14:36,333,3266,45,Michigan Ave & Congress Pkwy,26,McClurg Ct & Illinois St,Customer,,
6062,2013-06-28 13:43,2013-06-28 14:27,531,2643,36,Franklin St & Jackson Blvd,26,McClurg Ct & Illinois St,Customer,,
6063,2013-06-28 13:43,2013-06-28 15:41,409,7058,25,Michigan Ave & Pearson St,25,Michigan Ave & Pearson St,Customer,,
6067,2013-06-28 13:43,2013-06-28 14:27,466,2603,36,Franklin St & Jackson Blvd,26,McClurg Ct & Illinois St,Customer,,
6068,2013-06-28 13:44,2013-06-28 14:03,48,1143,72,State St & 16th St,19,Loomis St & Taylor St,Customer,,
6069,2013-06-28 13:44,2013-06-28 14:27,340,2601,36,Franklin St & Jackson Blvd,350,Ashland Ave & Chicago Ave,Customer,,
6083,2013-06-28 13:50,2013-06-28 14:27,42,2253,25,Michigan Ave & Pearson St,94,Lincoln Ave & Armitage Ave,Customer,,
6084,2013-06-28 13:50,2013-06-28 14:27,94,2229,25,Michigan Ave & Pearson St,94,Lincoln Ave & Armitage Ave,Customer,,
6114,2013-06-28 13:52,2013-06-28 14:26,442,2044,76,Lake Shore Dr & Monroe St,59,Wabash Ave & Roosevelt Rd,Customer,,
6121,2013-06-28 13:52,2013-06-29 07:14,835,62529,76,Lake Shore Dr & Monroe St,24,Fairbanks Ct & Grand Ave,Customer,,
6122,2013-06-28 13:53,2013-06-29 09:28,897,70484,76,Lake Shore Dr & Monroe St,62,McCormick Place,Customer,,
6131,2013-06-28 13:56,2013-06-28 14:23,387,1627,190,Southport Ave & Wrightwood Ave,44,State St & Randolph St,Customer,,
6136,2013-06-28 13:57,2013-06-28 14:22,176,1500,28,Larrabee St & Menomonee St,28,Larrabee St & Menomonee St,Customer,,
6139,2013-06-28 13:59,2013-06-28 15:08,437,4120,85,Michigan Ave & Oak St,251,Clarendon Ave & Leland Ave,Customer,,
6141,2013-06-28 14:00,2013-06-28 14:23,85,1370,28,Larrabee St & Menomonee St,28,Larrabee St & Menomonee St,Customer,,
6143,2013-06-28 14:01,2013-06-28 14:27,351,1614,22,May St & Taylor St,36,Franklin St & Jackson Blvd,Customer,,
6171,2013-06-28 14:06,2013-06-28 14:35,586,1737,17,Wood St & Division St,27,Larrabee St & North Ave,Customer,,
6178,2013-06-28 14:06,2013-06-28 14:34,299,1687,17,Wood St & Division St,27,Larrabee St & North Ave,Customer,,
